TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W),Codec
6.38E+13,21.8,0.8,6,0,15,0.1,H.264
6.38E+13,22.1,1.1,6,0,15,0.2,H.264
6.38E+13,26.5,5.5,6,0,15,0.1,H.264
6.38E+13,23.2,2.2,6,0,15,0.2,H.264
6.38E+13,23.7,2.6,6,0,15,0.1,H.264
6.38E+13,22.1,1.1,6,0,15,0.2,H.264
6.38E+13,22.8,1.8,6,0,15,0,H.264
6.38E+13,21.9,0.9,6,0,15,0,H.264
6.38E+13,21.7,0.7,6,0,15,0,H.264
6.38E+13,21.1,0.1,6,0,15,0,H.264
6.38E+13,21.5,0.5,6,0,15,0,H.264
6.38E+13,21.4,0.4,6,0,15,0,H.264
6.38E+13,21.5,0.5,6,0,15,0,H.264
6.38E+13,21.5,0.5,6,0,15,0,H.264
6.38E+13,21.9,0.9,6,0,15,0,H.264
6.38E+13,21.8,0.8,6,0,15,0,H.264
6.38E+13,22.3,1.3,6,0,15,0,H.264
6.38E+13,21.8,0.8,6,0,15,0,H.264
6.38E+13,21.5,0.5,6,0,15,0,H.264
6.38E+13,21.4,0.4,6,0,15,0,H.264
6.38E+13,21.9,0.9,6,0,15,0,H.264
6.38E+13,22.3,1.3,6,0,15,0,H.264
6.38E+13,22.2,1.2,6,0,15,0,H.264
6.38E+13,21.6,0.6,6,0,15,0.1,H.264
