TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W),Codec
6.37573E+13,21,0,6,0,15,0,H.264
6.37573E+13,24.2,3.2,6,0,15,0,H.264
6.37573E+13,26.9,5.9,6,0,15,1,H.264
6.37573E+13,33.8,12.6,6,0.2,15,0.1,H.264
6.37573E+13,33,12,6,0,15,0,H.264
6.37573E+13,29.3,8.3,6,0,15,0,H.264
6.37573E+13,31.3,10.2,6,0,15,0,H.264
6.37573E+13,21.8,0.8,6,0,15,0.1,H.264
6.37573E+13,22,1,6,0,15,0.1,H.264
6.37573E+13,22.5,1.4,6,0,15,0,H.264
6.37573E+13,21.7,0.7,6,0,15,0,H.264
6.37573E+13,22.3,1.3,6,0,15,0,H.264
6.37573E+13,21.8,0.8,6,0,15,0,H.264
6.37573E+13,22.2,1.2,6,0,15,0,H.264
6.37573E+13,22,1,6,0,15,0.1,H.264
6.37573E+13,22.1,1.1,6,0,15,0,H.264
6.37573E+13,21.6,0.6,6,0,15,0,H.264
6.37573E+13,21.9,0.9,6,0,15,0,H.264
6.37573E+13,21.8,0.8,6,0,15,0,H.264
6.37573E+13,22,1,6,0,15,0,H.264
6.37573E+13,22.4,1.4,6,0,15,0,H.264
6.37573E+13,22.2,1.2,6,0,15,0,H.264
6.37573E+13,22.2,1.2,6,0,15,0.1,H.264
6.37573E+13,22.2,1.2,6,0,15,0,H.264
6.37573E+13,22.4,1.4,6,0,15,0,H.264
6.37573E+13,22.3,1.3,6,0,15,0,H.264
6.37573E+13,21.7,0.7,6,0,15,0,H.264
6.37573E+13,21.7,0.7,6,0,15,0,H.264
6.37573E+13,22.2,1.2,6,0,15,0,H.264
6.37573E+13,22.2,1.2,6,0,15,0.1,H.264
6.37573E+13,22.2,1.2,6,0,15,0,H.264
6.37573E+13,22.1,1.1,6,0,15,0,H.264
6.37573E+13,22.3,1.3,6,0,15,0,H.264
6.37573E+13,22.1,1.1,6,0,15,0,H.264
6.37573E+13,22.4,1.4,6,0,15,0,H.264
6.37573E+13,22.1,1.1,6,0,15,0,H.264
6.37573E+13,22.3,1.3,6,0,15,0,H.264
6.37573E+13,22.6,1.6,6,0,15,0,H.264
6.37573E+13,22.2,1.2,6,0,15,0,H.264
6.37573E+13,22.3,1.3,6,0,15,0.1,H.264
6.37573E+13,21.8,0.8,6,0,15,0,H.264
6.37573E+13,21.7,0.7,6,0,15,0,H.264
6.37573E+13,23.1,2.1,6,0,15,0,H.264
6.37573E+13,22.5,1.5,6,0,15,0,H.264
6.37573E+13,21.7,0.7,6,0,15,0,H.264
6.37573E+13,22,0.9,6,0,15,0,H.264
6.37573E+13,22.2,1.2,6,0,15,0,H.264
6.37573E+13,22.3,1.3,6,0,15,0,H.264
6.37573E+13,22.5,1.5,6,0,15,0.1,H.264
6.37573E+13,22,1,6,0.1,15,0,H.264
6.37573E+13,22,1,6,0,15,0.1,H.264
6.37573E+13,21.9,0.9,6,0,15,0,H.264
6.37573E+13,22,1,6,0,15,0,H.264
6.37573E+13,22,1,6,0,15,0,H.264
6.37573E+13,22,1,6,0,15,0,H.264
6.37573E+13,22.7,1.7,6,0,15,0,H.264
6.37573E+13,22.3,1.3,6,0,15,0,H.264
6.37573E+13,22,1,6,0,15,0.1,H.264
6.37573E+13,22,1,6,0,15,0,H.264
6.37573E+13,22.1,1.1,6,0,15,0,H.264
